小微企业ID,主管税务机关,所欠税种,欠税属期,欠税余额(元),具体日期
Q05694,常熟市国家税务局,房产税,,17000,Apr-17
Q05694,常熟市国家税务局,城市维护建设税,,1000,Apr-17
Q05694,常熟市国家税务局,印花税,,0,Apr-17
Q05694,常熟市地方税务局,10112|城镇土地使用税,2016/1/1,53000,Aug-16
Q05694,常熟市地方税务局,10110|房产税,2016/4/1,17000,Aug-16
Q05694,常熟市地方税务局,城镇土地使用税,,107000,Jul-16
Q05694,常熟市地方税务局,房产税,,33000,Jul-16
Q05694,常熟市地方税务局,城镇土地使用税,,53000,Apr-16
Q05694,常熟市地方税务局,房产税,,17000,Apr-16
Q05697,江苏省昆山市国家税务局,增值税,,2000,Apr-18
Q05697,江苏省昆山市国家税务局,增值税,,2000,Jan-18
Q05697,江苏省昆山市国家税务局,增值税,,2000,Oct-17
Q05697,江苏省昆山市国家税务局,增值税,,2000,Jul-17
Q05697,昆山市地方税务局,10109|城市维护建设税,2016/8/1,0,Aug-16
Q05714,江苏省昆山市国家税务局,增值税,,19000,Oct-17
Q05714,江苏省昆山市地方税务局,城市维护建设税,,1000,Oct-17
Q05724,江苏省地方税务局,教育费附加,,1000,Dec-17
Q05724,江苏省地方税务局,城市维护建设税,,2000,Dec-17
Q05724,江苏省地方税务局,地方教育附加,,1000,Dec-17
Q05724,江苏省地方税务局,印花税,,22000,Dec-17
Q05724,相城国家税务局,10111|印花税,,22000,Jun-17
Q05724,相城国家税务局,10109|城市维护建设税,,2000,Jun-17
Q05724,相城市地方税务局,印花税,,22000,Jul-16
Q05724,相城市地方税务局,印花税,,22000,Apr-16
Q05724,相城市地方税务局,印花税,,22000,Jan-16
Q05724,相城市地方税务局,10111|印花税,2013/1/1,22000,Jan-12
Q05724,,30216|地方教育附加,2014/8/1,0,Jan-12
Q05724,,30203|教育费附加,2014/8/1,0,Jan-12
Q05724,,10111|印花税,2013/1/1,22000,Jan-12
Q05732,江苏省昆山市国家税务局,增值税,,38000,Oct-17
Q05737,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q05737,,城市维护建设税,,0,Jan-17
Q05737,,印花税,,0,Jan-17
Q05738,江苏省昆山市国家税务局,企业所得税,,3000,Apr-17
Q05738,苏州市昆山地方税务局,城市维护建设税,,0,Apr-17
Q05739,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q05744,,城市维护建设税,,0,Apr-18
Q05744,,城市维护建设税,,0,Jan-18
Q05744,江苏省昆山市国家税务局,增值税,,10000,Oct-17
Q05744,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q05744,江苏省昆山市国家税务局,增值税,,10000,Jul-17
Q05744,江苏省昆山市国家税务局,城市维护建设税,,0,Jul-17
Q05744,江苏省昆山市国家税务局,增值税,,12000,Apr-17
Q05745,江苏省昆山市国家税务局,增值税,,2000,Jul-17
Q05746,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q05746,,城市维护建设税,,4000,Apr-18
Q05746,江苏省昆山市国家税务局,增值税,,15000,Jan-18
Q05746,江苏省昆山市国家税务局,增值税,,9000,Oct-17
Q05751,,印花税,,0,Oct-11
Q05774,,印花税,,0,Jan-17
Q05774,,城市维护建设税,,0,Jan-17
Q05794,,印花税,,0,Apr-12
Q05846,,印花税,,0,Oct-11
Q05851,苏州市地方税务局,印花税,,0,Jul-14
Q05851,苏州市地方税务局,印花税,,0,Apr-14
Q05853,常熟市地方税务局,印花税,,0,Jul-12
Q05853,江苏省地方税务局,印花税,,0,Apr-12
Q05871,常熟市地方税务局,城市维护建设税,,2000,Jan-12
Q05871,,个人所得税,,0,Oct-11
Q05889,吴中市地方税务局,城镇土地使用税,,9000,Jul-16
Q05889,吴中市地方税务局,城镇土地使用税,,9000,Apr-16
Q05889,江苏省苏州地方税务局,城镇土地使用税,,9000,Apr-16
Q05889,吴中市地方税务局,城镇土地使用税,,9000,Jan-16
Q05889,苏州市地方税务局吴中区分局,城镇土地使用税,,9000,Oct-15
Q05889,苏州市地方税务局吴中分局,城镇土地使用税,,9000,Sep-15
Q05889,吴忠市地方税务局,10112|城镇土地使用税,2008/1/1,9000,Jan-15
Q05889,苏州市地方税务局,城镇土地使用税,,9000,Jul-14
Q05889,苏州市地方税务局,城镇土地使用税,,9000,Jan-14
Q05889,苏州市地方税务局吴中区分局,城镇土地使用税,,9000,Jul-12
Q05889,,城镇土地使用税,,9000,Apr-12
Q05889,,城镇土地使用税,,9000,Jan-12
Q05889,常熟市地方税务局,城镇土地使用税,,9000,Oct-11
Q05906,苏州市国家税务局,增值税,,199000,Oct-16
Q05906,苏州市地方税务局,城市维护建设税,,4000,Jul-16
Q05906,苏州市地方税务局,城市维护建设税,,6000,Apr-16
Q05906,江苏省苏州地方税务局,城市维护建设税,,6000,Apr-16
Q05906,苏州市地方税务局,城市维护建设税,,1000,Jan-16
Q05906,苏州市地方税务局,10109|城市维护建设税,2016/3/1,1000,Jan-16
Q05906,苏州市地方税务局,10109|城市维护建设税,2015/12/1,2000,Jan-16
Q05927,,城市维护建设税,,0,Jan-18
Q05927,,印花税,,0,Jan-18
Q05927,江苏省昆山市国家税务局,增值税,,4000,Oct-17
Q05927,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q05927,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q05970,常熟市国家税务局,个人所得税,,2000,Jul-17
Q05970,常熟市国家税务局,个人所得税,,1000,Apr-17
Q05970,常熟市国家税务局,增值税,,29000,Jul-15
Q05985,,印花税,,0,Apr-18
Q05986,,城市维护建设税,,2000,Apr-18
Q05989,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q05989,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q05989,苏州市昆山地方税务局,印花税,,0,Apr-17
Q05989,,印花税,,0,Jan-17
Q05996,昆山市国家税务局,增值税,,22000,Jan-17
Q05998,昆山市国家税务局,增值税,,7000,Oct-15
Q06013,常熟市地方税务局,城市维护建设税,,6000,Oct-11
Q06032,吴中市地方税务局,城市维护建设税,,1000,Jul-16
Q06032,苏州市地方税务局吴中区分局,城市维护建设税,,1000,Oct-15
Q06032,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,1000,Jan-15
Q06041,,印花税,,0,Jan-17
Q06041,,个人所得税,,0,Jan-17
Q06055,昆山市地方税务局,10110|房产税,2016/1/1,41000,Aug-16
Q06067,苏州市地方税务局相城区分局,印花税,,0,Oct-15
Q06078,苏州工业园区地方税务局,印花税,,1000,Oct-15
Q06143,吴忠市地方税务局,10111|印花税,2016/8/1,0,Jan-15
Q06143,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,1000,Jan-15
Q06148,苏州市地方税务局,个人所得税,,0,Apr-14
Q06184,常熟市地方税务局,城市维护建设税,,0,Jul-12
Q06184,江苏省地方税务局,城市维护建设税,,0,Apr-12
Q06184,,城市维护建设税,,0,Jan-12
Q06184,,城市维护建设税,,0,Oct-11
Q06192,吴中市地方税务局,企业所得税,,6000,Jul-16
Q06209,江苏省地方税务局,个人所得税,,0,Aug-11
Q06221,吴忠市地方税务局,10109|城市维护建设税,2016/6/1,0,Jan-15
Q06222,常熟市地方税务局,营业税,,8000,Oct-11
Q06227,江苏省昆山市地方税务局,城市维护建设税,,1000,Oct-17
Q06227,江苏省昆山市国家税务局,城市维护建设税,,1000,Jul-17
Q06227,苏州市昆山地方税务局,城市维护建设税,,1000,Apr-17
Q06227,,城市维护建设税,,1000,Jan-17
Q06227,昆山市地方税务局,10109|城市维护建设税,2016/4/1,0,Aug-16
Q06227,昆山市地方税务局,10109|城市维护建设税,2016/8/1,0,Aug-16
Q06227,昆山市地方税务局,城市维护建设税,,1000,Jul-16
Q06227,昆山市国家税务局,增值税,,0,Apr-16
Q06227,,增值税,,0,Mar-16
Q06227,昆山市地方税务局,城市维护建设税,,1000,Oct-15
Q06227,昆山市地方税务局,城市维护建设税,,1000,Sep-15
Q06229,,城市维护建设税,,2000,Apr-18
Q06229,,城市维护建设税,,2000,Jan-18
Q06230,,企业所得税,,0,Apr-18
Q06230,,企业所得税,,0,Jan-18
Q06230,江苏省昆山市地方税务局,企业所得税,,0,Oct-17
Q06230,江苏省昆山市国家税务局,企业所得税,,0,Jul-17
Q06239,江苏省昆山市国家税务局,增值税,,10000,Jul-17
Q06241,苏州市地方税务局,城市维护建设税,,0,Apr-14
Q06241,苏州市地方税务局,营业税,,5000,Apr-14
Q06270,苏州市地方税务局相城分局,印花税,,25000,Sep-15
Q06277,苏州市地方税务局,10110|房产税,2016/7/1,34000,Jan-16
Q06285,,印花税,,0,Oct-11
Q06308,常熟市地方税务局,城市维护建设税,,3000,Jul-12
Q06308,,城市维护建设税,,3000,Apr-12
Q06350,江苏省昆山市国家税务局,增值税,,4000,Apr-18
Q06398,常熟市国家税务局,印花税,,1000,Mar-18
Q06398,常熟市国家税务局,城市维护建设税,,2000,Mar-18
Q06398,常熟市国家税务局,增值税,,40000,Mar-18
Q06398,常熟市国家税务局,增值税,,45000,Jul-17
Q06398,常熟市国家税务局,增值税,,13000,Apr-17
Q06412,,个人所得税,,8000,Jan-18
Q06431,苏州市地方税务局吴中区分局,城市维护建设税,,2000,Oct-15
Q06442,,城市维护建设税,,1000,Oct-11
Q06450,江苏省昆山市国家税务局,增值税,,235000,Apr-18
Q06450,,印花税,,0,Apr-18
Q06450,,企业所得税,,8000,Apr-18
Q06450,,城市维护建设税,,7000,Apr-18
Q06450,,个人所得税,,22000,Apr-18
Q06450,江苏省昆山市国家税务局,增值税,,235000,Jan-18
Q06450,,城市维护建设税,,7000,Jan-18
Q06450,,印花税,,0,Jan-18
Q06450,,个人所得税,,22000,Jan-18
Q06450,,企业所得税,,8000,Jan-18
Q06450,江苏省昆山市国家税务局,增值税,,235000,Oct-17
Q06450,江苏省昆山市地方税务局,印花税,,0,Oct-17
Q06450,江苏省昆山市地方税务局,企业所得税,,8000,Oct-17
Q06450,江苏省昆山市地方税务局,个人所得税,,22000,Oct-17
Q06450,江苏省昆山市地方税务局,城市维护建设税,,7000,Oct-17
Q06450,江苏省昆山市国家税务局,增值税,,235000,Jul-17
Q06450,江苏省昆山市国家税务局,个人所得税,,22000,Jul-17
Q06450,江苏省昆山市国家税务局,印花税,,0,Jul-17
Q06450,江苏省昆山市国家税务局,企业所得税,,8000,Jul-17
Q06450,江苏省昆山市国家税务局,城市维护建设税,,7000,Jul-17
Q06450,江苏省昆山市国家税务局,增值税,,235000,Apr-17
Q06450,苏州市昆山地方税务局,城市维护建设税,,7000,Apr-17
Q06450,苏州市昆山地方税务局,企业所得税,,8000,Apr-17
Q06450,苏州市昆山地方税务局,印花税,,0,Apr-17
Q06450,苏州市昆山地方税务局,个人所得税,,22000,Apr-17
Q06450,昆山市国家税务局,增值税,,235000,Jan-17
Q06450,,个人所得税,,22000,Jan-17
Q06450,,城市维护建设税,,7000,Jan-17
Q06450,,企业所得税,,8000,Jan-17
Q06450,,印花税,,0,Jan-17
Q06450,昆山市地方税务局,10111|印花税,2016/5/1,0,Aug-16
Q06450,昆山市地方税务局,10109|城市维护建设税,2016/5/1,0,Aug-16
Q06450,昆山市地方税务局,10109|城市维护建设税,2015/11/1,6000,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/12/1,0,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/11/1,1000,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/12/1,3000,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/8/1,4000,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/9/1,6000,Aug-16
Q06450,昆山市地方税务局,10106|个人所得税,2013/11/1,8000,Aug-16
Q06450,昆山市地方税务局,10104|企业所得税,2013/1/1,8000,Aug-16
Q06450,昆山市地方税务局,企业所得税,,8000,Jul-16
Q06450,昆山市地方税务局,印花税,,0,Jul-16
Q06450,昆山市地方税务局,城市维护建设税,,7000,Jul-16
Q06450,昆山市地方税务局,个人所得税,,22000,Jul-16
Q06450,,增值税,,0,Jul-16
Q06450,昆山市地方税务局,城市维护建设税,,6000,Apr-16
Q06450,昆山市地方税务局,企业所得税,,8000,Apr-16
Q06450,昆山市地方税务局,个人所得税,,22000,Apr-16
Q06450,江苏省苏州地方税务局,城市维护建设税,,6000,Apr-16
Q06450,江苏省苏州地方税务局,企业所得税,,8000,Apr-16
Q06450,江苏省苏州地方税务局,个人所得税,,22000,Apr-16
Q06450,昆山市国家税务局,增值税,,0,Apr-16
Q06450,,增值税,,0,Mar-16
Q06450,昆山市地方税务局,城市维护建设税,,6000,Jan-16
Q06450,昆山市国家税务局,增值税,,240000,Jan-16
Q06450,昆山市国家税务局,增值税,,112000,Oct-15
Q06458,常熟市地方税务局,企业所得税,,2000,Jul-12
Q06462,江苏省昆山市国家税务局,增值税,,1000,Apr-18
Q06462,江苏省地方税务局,城市维护建设税,,0,Dec-17
Q06462,江苏省昆山市国家税务局,增值税,,1000,Oct-17
Q06462,江苏省地方税务局,城市维护建设税,,0,Sep-17
Q06462,江苏省昆山市国家税务局,增值税,,1000,Jul-17
Q06462,江苏省地方税务局,城市维护建设税,,0,Jun-17
Q06462,江苏省昆山市国家税务局,增值税,,1000,Apr-17
Q06462,苏州市昆山地方税务局,城市维护建设税,,0,Mar-17
Q06462,昆山市国家税务局,增值税,,1000,Jan-17
Q06462,江苏省地方税务局,城市维护建设税,,0,Dec-16
Q06462,昆山市地方税务局,印花税,,0,Oct-15
Q06462,昆山市地方税务局,印花税,,0,Sep-15
Q06471,江苏省昆山市国家税务局,增值税,,12000,Apr-18
Q06471,江苏省昆山市国家税务局,增值税,,14000,Jan-18
Q06471,江苏省昆山市国家税务局,增值税,,15000,Oct-17
Q06471,江苏省昆山市国家税务局,增值税,,20000,Jul-17
Q06471,昆山市地方税务局,10109|城市维护建设税,2016/8/1,2000,Aug-16
Q06475,,企业所得税,,5000,Jul-16
Q06480,江苏省昆山市国家税务局,增值税,,2000,Apr-17
Q06480,昆山市国家税务局,增值税,,2000,Jan-17
Q06486,,城市维护建设税,,0,Apr-18
Q06486,,城市维护建设税,,0,Jan-18
Q06486,江苏省昆山市地方税务局,城市维护建设税,,0,Oct-17
Q06487,江苏省昆山市国家税务局,增值税,,29000,Apr-18
Q06487,,印花税,,0,Apr-18
Q06487,,城市维护建设税,,2000,Apr-18
Q06487,,印花税,,0,Jan-18
Q06487,,城市维护建设税,,1000,Jan-18
Q06487,江苏省昆山市国家税务局,增值税,,4000,Oct-17
Q06487,江苏省昆山市国家税务局,增值税,,29000,Apr-17
Q06487,昆山市地方税务局,城市维护建设税,,0,Jul-16
Q06487,,增值税,,0,Jul-16
Q06487,昆山市国家税务局,增值税,,0,Apr-16
Q06487,,增值税,,0,Mar-16
Q06487,昆山市国家税务局,增值税,,43000,Jan-16
Q06487,昆山市国家税务局,增值税,,12000,Oct-15
Q06489,,增值税,,4000,Apr-17
Q06489,,增值税,,7000,Jan-17
Q06490,江苏省昆山市国家税务局,增值税,,2000,Apr-18
Q06490,,城市维护建设税,,0,Apr-18
Q06490,江苏省昆山市国家税务局,增值税,,2000,Jul-17
Q06491,苏州市昆山地方税务局,个人所得税,,0,Apr-17
Q06491,苏州市昆山地方税务局,印花税,,0,Apr-17
Q06500,苏州市地方税务局,城建税,,2000,Nov-09
Q06548,苏州市地方税务局,10111|印花税,2016/8/1,0,Jan-16
Q06571,苏州市昆山地方税务局,房产税,,17000,Apr-17
Q06576,常熟市地方税务局,城市维护建设税,,1000,Jul-12
Q06576,江苏省地方税务局,城市维护建设税,,1000,Apr-12
Q06576,,城市维护建设税,,1000,Jan-12
Q06576,,城市维护建设税,,1000,Oct-11
Q06585,张家港市地方税务局,印花税,,0,Jan-16
Q06585,张家港市地方税务局,城市维护建设税,,1000,Jan-16
Q06615,,城市维护建设税,,1000,Jan-17
Q06616,张家港市地方税务局,印花税,,0,Sep-15
Q06625,常熟市国家税务局,增值税,,41000,May-16
Q06641,常熟市地方税务局,城市维护建设税,,3000,Jul-12
Q06641,江苏省地方税务局,城市维护建设税,,3000,Apr-12
Q06641,,城市维护建设税,,3000,Jan-12
Q06642,吴忠市地方税务局,10109|城市维护建设税,2016/8/1,0,Jan-15
Q06645,常熟市地方税务局,房产税,,4000,Jan-12
Q06645,,房产税,,4000,Oct-11
Q06662,昆山市地方税务局,城市维护建设税,,0,Apr-16
Q06662,昆山市地方税务局,个人所得税,,1000,Apr-16
Q06662,江苏省苏州地方税务局,城市维护建设税,,0,Apr-16
Q06662,江苏省苏州地方税务局,个人所得税,,1000,Apr-16
Q06662,昆山市地方税务局,城市维护建设税,,0,Jan-16
Q06662,昆山市地方税务局,个人所得税,,1000,Jan-16
Q06662,,个人所得税,,0,Oct-11
Q06669,相城市地方税务局,印花税,,0,Jul-16
Q06669,相城市地方税务局,印花税,,0,Apr-16
Q06669,苏州市地方税务局相城区分局,印花税,,0,Apr-16
Q06674,,增值税,,12506000,Jul-17
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Apr-17
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Jan-17
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Oct-16
Q06674,苏州市国家税务局,增值税,,12506000,Oct-16
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Jul-16
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Apr-16
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Jan-16
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Oct-15
Q06674,,增值税,,12506000,Jul-15
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Apr-15
Q06674,江苏省苏州市国家税务局,增值税,,12506000,Jan-15
Q06674,苏州市国家税务局,增值税,,12506000,Dec-14
Q06674,江苏省苏州市国家税务局,增值税,,18506000,Oct-14
Q06674,,增值税,,18506000,Sep-14
Q06674,,增值税,,18506000,Jul-14
Q06674,,增值税,,18506000,Jun-14
Q06674,,增值税,,24506000,Apr-14
Q06674,,增值税,,18506000,Apr-14
Q06674,,增值税,,18506000,Mar-14
Q06674,,增值税,,24506000,Jan-14
Q06674,,增值税,,24506000,Oct-13
Q06674,,增值税,,24506000,Jul-13
Q06674,,增值税,,24506000,Apr-13
Q06674,,增值税,,24506000,Jan-13
Q06674,,增值税,,24506000,Oct-12
Q06674,,增值税,,24506000,Jul-12
Q06674,,增值税,,30506000,Apr-12
Q06674,,增值税,,30506000,Jan-12
Q06674,,增值税,,36006000,Oct-11
Q06674,,增值税,,36006000,Jul-11
Q06674,,增值税,,40006000,Apr-11
Q06674,,增值税,,40006000,Jan-11
Q06674,,增值税,,52006000,Oct-10
Q06674,,增值税,,52006000,Jul-10
Q06674,,增值税,,52006000,Apr-10
Q06714,江苏省地方税务局,教育费附加,,1000,Sep-17
Q06714,江苏省地方税务局,城市维护建设税,,1000,Sep-17
Q06714,江苏省地方税务局,地方教育附加,,0,Sep-17
Q06714,江苏省地方税务局,印花税,,0,Sep-17
Q06714,江苏省地方税务局,教育费附加,,1000,Jun-17
Q06714,江苏省地方税务局,城市维护建设税,,1000,Jun-17
Q06714,江苏省地方税务局,地方教育附加,,0,Jun-17
Q06714,江苏省地方税务局,印花税,,0,Jun-17
Q06714,苏州市昆山地方税务局,教育费附加,,1000,Mar-17
Q06714,苏州市昆山地方税务局,城市维护建设税,,1000,Mar-17
Q06714,苏州市昆山地方税务局,地方教育附加,,0,Mar-17
Q06714,苏州市昆山地方税务局,印花税,,0,Mar-17
