小微企业ID,诉讼地位,审理机关,涉案事由,公告类型,日期类别,具体日期
Q02795,原告,浙江省嘉兴市南湖区人民法院,定作合同纠纷,开庭信息,开庭时间,2012年9月
Q02795,原告,浙江省嘉兴市南湖区人民法院,买卖合同纠纷,开庭信息,开庭时间,2012年9月
Q02802,申请人:被告,江苏省苏州工业园区人民法院,,送达裁判文书,送达时间,2017年5月
Q02807,原告,江苏省昆山市人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年8月
Q02807,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2017年8月
Q02811,被告,江苏省张家港市人民法院,加工合同纠纷,审理进度,立案时间,2015年1月
Q02811,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年11月
Q02813,原告,江苏省苏州工业园区人民法院,,起诉状副本及开庭传票,送达时间,2017年1月
Q02822,原告,江苏省高级人民法院,,开庭信息,开庭时间,2014年11月
Q02841,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2018年3月
Q02841,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年11月
Q02841,申请人,张家港市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2017年8月
Q02843,,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年12月
Q02854,被告,江苏省张家港市人民法院,租赁合同纠纷,审理进度,立案时间,2015年3月
Q02860,原告,江苏省昆山市人民法院,行政案件,开庭信息,开庭时间,2017年12月
Q02871,被告,安徽省合肥市蜀山区人民法院,网络购物合同纠纷,开庭信息,开庭时间,2017年2月
Q02871,当事人,广东省东莞市第一人民法院,,开庭信息,开庭时间,2017年1月
Q02871,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年7月
Q02887,被告,江苏省苏州市相城区人民法院,定作合同纠纷,审理进度,立案时间,2015年4月
Q02905,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年8月
Q02911,被告/被上诉人,上海市嘉定区人民法院,机动车交通事故责任纠纷,开庭信息,开庭时间,2014年7月
Q02912,申请人:被告,江苏省苏州工业园区人民法院,,送达诉状副本及开庭传票,送达时间,2018年4月
Q02913,原告,江苏省高级人民法院,,开庭信息,开庭时间,2014年10月
Q02919,被告,江苏省苏州市吴中区人民法院,,开庭信息,开庭时间,2014年9月
Q02921,原告,江苏省苏州市吴江区人民法院,建设工程施工合同纠纷,审理进度,立案时间,2015年3月
Q02942,原审被告,江苏省苏州市中级人民法院,劳务分包合同纠纷,开庭信息,开庭时间,2016年2月
Q02942,当事人,江苏省苏州市姑苏区人民法院,,诉状副本及开庭传票,送达时间,2014年7月
Q02952,当事人,江苏省太仓市人民法院,,送达裁判文书,送达时间,2016年9月
Q02952,原告,江苏省太仓市人民法院,,起诉状副本及开庭传票,送达时间,2016年5月
Q02952,原告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年10月
Q02952,原告,江苏省太仓市人民法院,定作合同纠纷,开庭信息,开庭时间,2014年3月
Q02960,原告,江苏省太仓市人民法院,装饰装修合同纠纷,开庭信息,开庭时间,2017年8月
Q02960,申请人,江苏省太仓市人民法院,,送达诉状副本及开庭传票,送达时间,2017年7月
Q02962,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年4月
Q02965,申请人,苏州工业园区劳动争议仲裁委员会,,送达仲裁文书,送达时间,2017年11月
Q03016,当事人,江苏省常熟市人民法院,,公示催告,送达时间,2014年8月
Q03025,原告,上海市闵行区人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年2月
Q03047,原告/上诉人,上海市嘉定区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年5月
Q03049,第三人,江苏省太仓市人民法院,返还原物纠纷,开庭信息,开庭时间,2017年6月
Q03049,申请人,太仓市劳动人事争议仲裁院,,送达仲裁文书,送达时间,2017年1月
Q03049,申请人,太仓市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年11月
Q03058,被告,江苏省高级人民法院,,开庭信息,开庭时间,2014年10月
Q03072,申请人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年10月
Q03072,申请人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2017年8月
Q03072,,江苏省昆山市人民法院,,开庭信息,开庭时间,2015年4月
Q03072,原告,江苏省张家港市人民法院,物业服务合同纠纷,审理进度,立案时间,2015年2月
Q03072,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年12月
Q03072,原告,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年11月
Q03072,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年11月
Q03072,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年4月
Q03072,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年3月
Q03082,当事人,江苏省苏州市吴中区人民法院,居间合同纠纷,开庭信息,开庭时间,2016年5月
Q03084,被告,江苏省苏州市吴中区人民法院,消费者权益保障纠纷,开庭信息,开庭时间,2015年4月
Q03084,被告,江苏省苏州市吴中区人民法院,消费者权益保障纠纷,审理进度,立案时间,2014年12月
Q03088,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年5月
Q03099,被告,江苏省南京市中级人民法院,侵害外观设计专利权纠纷,开庭信息,开庭时间,2018年4月
Q03099,被告,江苏省南京市中级人民法院,侵害外观设计专利权纠纷,开庭信息,开庭时间,2018年3月
Q03108,当事人,江苏省苏州市吴中区人民法院,,起诉状副本及开庭传票,送达时间,2018年3月
Q03108,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2015年10月
Q03108,当事人,江苏省昆山市人民法院,,诉状副本及开庭传票,送达时间,2015年5月
Q03108,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年7月
Q03108,当事人,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2014年6月
Q03108,当事人,江苏省苏州市吴中区人民法院,,送达裁判文书,送达时间,2014年2月
Q03115,被告,浙江省平湖市人民法院,,审理进度,立案时间,2018年3月
Q03118,当事人,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年11月
Q03130,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年12月
Q03134,被告,江苏省太仓市人民法院,,开庭信息,开庭时间,2014年12月
Q03140,被告,江苏省苏州市姑苏区人民法院,,裁判文书,送达时间,2017年3月
Q03144,原告,上海市奉贤区人民法院,买卖合同纠纷,开庭信息,开庭时间,2018年3月
Q03148,原告,湖北省武汉市东西湖区人民法院,,审理进度,立案时间,2017年7月
Q03148,原告,湖北省武汉市东西湖区人民法院,,审理进度,立案时间,2016年11月
Q03149,原告,江苏省苏州市吴中区人民法院,,裁判文书,送达时间,2017年4月
Q03150,当事人,江苏省无锡市滨湖区人民法院,,开庭信息,开庭时间,2017年9月
Q03150,当事人,江苏省苏州市姑苏区人民法院,,执行文书,送达时间,2015年2月
Q03165,被告,江苏省昆山市人民法院,,开庭信息,开庭时间,2015年1月
Q03165,被告,江苏省张家港市人民法院,股东资格确认纠纷,审理进度,立案时间,2014年8月
Q03167,原告,江苏省太仓市人民法院,确认劳动关系纠纷,开庭信息,开庭时间,2015年3月
Q03175,当事人,江苏省张家港市人民法院,,公示催告,送达时间,2016年7月
Q03192,原告,江苏省苏州市相城区人民法院,,裁判文书,送达时间,2016年4月
Q03192,原告,江苏省苏州市相城区人民法院,,开庭信息,开庭时间,2015年3月
Q03192,原告,江苏省苏州市相城区人民法院,定作合同纠纷,审理进度,立案时间,2014年12月
Q03205,被上诉人,江苏省苏州市中级人民法院,买卖合同纠纷,开庭信息,开庭时间,2016年7月
Q03205,当事人,江苏省苏州工业园区人民法院,,起诉状副本及开庭传票,送达时间,2015年11月
Q03205,当事人,江苏省苏州工业园区人民法院,,诉状副本及开庭传票,送达时间,2015年11月
Q03213,当事人,江苏省常熟市人民法院,,执行文书,送达时间,2012年8月
Q03219,原告,湖北省武汉市江汉区人民法院,,审理进度,立案时间,2016年5月
Q03219,原告,湖北省武汉市中级人民法院,,审理进度,立案时间,2015年12月
Q03219,申请人,上海市松江区人民法院,,送达执行文书,送达时间,2015年7月
Q03219,原告,湖北省武汉市江汉区人民法院,,审理进度,立案时间,2015年3月
Q03219,被告/被上诉人,上海市松江区人民法院,买卖合同纠纷,开庭信息,开庭时间,2015年3月
Q03219,原告,湖北省武汉市江汉区人民法院,,审理进度,立案时间,2015年1月
Q03219,被告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2014年12月
Q03219,原告,广东省深圳市罗湖区人民法院,,送达诉状副本及开庭传票,送达时间,2014年7月
Q03219,原告,广东省深圳市罗湖区人民法院,,其他审判流程信息,立案时间,2014年6月
Q03224,当事人,上海市闵行区人民法院,,送达裁判文书,送达时间,2016年10月
Q03224,原告,上海市闵行区人民法院,加工合同纠纷,开庭信息,开庭时间,2016年10月
Q03225,原告,江苏省常熟市人民法院,,起诉状副本及开庭传票,送达时间,2017年3月
Q03226,当事人,常熟市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年3月
Q03226,,常熟市劳动人事争议仲裁委员会,,送达仲裁文书,送达时间,2016年3月
Q03261,当事人,江苏省宜兴市人民法院,江苏新沪协电缆有限公司与苏州三艾重工有限公司买卖合同纠纷,开庭信息,开庭时间,2018年4月
Q03261,被告,江苏省宜兴市人民法院,行政案件,开庭信息,开庭时间,2018年4月
Q03267,当事人,湖南省长沙市望城区人民法院,,起诉状副本及开庭传票,送达时间,2017年11月
Q03272,原告,江苏省太仓市人民法院,房屋租赁合同纠纷,开庭信息,开庭时间,2015年9月
Q03275,被告,江苏省张家港市人民法院,追索劳动报酬纠纷,审理进度,立案时间,2015年3月
Q03276,申请人,江苏省苏州工业园区人民法院,,送达执行文书,送达时间,2018年2月
Q03276,申请人:原告,江苏省苏州工业园区人民法院,,裁判文书,送达时间,2017年10月
Q03276,申请人:原告,江苏省苏州工业园区人民法院,,裁判文书,送达时间,2017年7月
Q03276,原告,江苏省苏州工业园区人民法院,,起诉状副本及开庭传票,送达时间,2017年2月
Q03276,当事人,江苏省昆山市人民法院,,裁判文书,送达时间,2015年1月
Q03279,上诉人,江苏省苏州市中级人民法院,租赁合同纠纷,审理进度,立案时间,2015年3月
Q03279,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年10月
Q03307,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年6月
Q03308,原告,上海市青浦区人民法院,买卖合同纠纷,开庭信息,开庭时间,2013年8月
Q03327,被告,上海市奉贤区人民法院,买卖合同纠纷,开庭信息,开庭时间,2017年7月
Q03346,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2016年5月
Q03346,原告,上海市松江区人民法院,服务合同纠纷,开庭信息,开庭时间,2016年4月
Q03366,,江苏省苏州市吴中区人民法院,买卖合同纠纷,开庭信息,开庭时间,2014年1月
Q03393,当事人,江苏省常州市新北区人民法院,,公示催告,送达时间,2018年1月
Q03399,上诉人,江苏省苏州市中级人民法院,工伤保险待遇纠纷,开庭信息,开庭时间,2016年3月
Q03399,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2015年10月
Q03399,,四川省成都市中级人民法院,合同纠纷,开庭信息,开庭时间,2014年10月
Q03399,原告,四川省成都市锦江区人民法院,委托合同纠纷,开庭信息,开庭时间,2014年4月
Q03406,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2012年11月
Q03406,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2011年5月
Q03412,当事人,江苏省昆山市人民法院,,送达裁判文书,送达时间,2014年7月
Q03412,当事人,江苏省昆山市人民法院,,送达诉状副本及开庭传票,送达时间,2014年3月
Q03418,当事人,江苏省无锡市中级人民法院,,开庭信息,开庭时间,2016年11月
Q03418,当事人,江苏省无锡市中级人民法院,,开庭信息,开庭时间,2016年9月
Q03418,当事人,广东省深圳市中级人民法院,,开庭信息,开庭时间,2015年11月
Q03418,被告,广东省深圳市中级人民法院,,审理进度,立案时间,2015年11月
Q03418,被告,广东省深圳市中级人民法院,,审理进度,立案时间,2015年10月
Q03425,原告,江苏省张家港市人民法院,买卖合同纠纷,审理进度,立案时间,2015年4月
Q03450,上诉人,江苏省苏州市中级人民法院,工伤保险待遇纠纷,开庭信息,开庭时间,2016年1月
Q03450,,江苏省高级人民法院,,开庭信息,开庭时间,2014年12月
Q03450,,江苏省昆山市人民法院,,开庭信息,开庭时间,2014年10月
Q03450,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2014年4月
Q03450,被申请人,昆山市劳动人事争议仲裁委员会,,开庭信息,开庭时间,2013年9月
Q03454,当事人,山东省淄博市周村区人民法院,,裁判文书,送达时间,2017年3月
Q03454,被上诉人,江苏省苏州市中级人民法院,提供劳务者受害责任纠纷,开庭信息,开庭时间,2016年11月
Q03454,当事人,江苏省昆山市人民法院,,送达信息,送达时间,2016年7月
Q03454,上诉人,江苏省苏州市中级人民法院,生命权、健康权、身体权纠纷（千灯）,开庭信息,开庭时间,2016年7月
Q03454,当事人,江苏省昆山市人民法院,,起诉状副本及开庭传票,送达时间,2016年3月
