,小微企业ID,注册资金(万元),企业(机构)类型,行业门类代码,从业人数,投资总额(万元)
3761,Q12279,2.0,9,0,0.0,3.0
3762,Q12280,0.0,0,0,2.0,0.0
3763,Q12282,0.0,0,0,32.0,0.0
3764,Q12289,0.0,0,4,6.0,0.0
3765,Q12292,3.0,0,8,0.0,0.0
3766,Q12295,1.0,0,4,7.0,0.0
3767,Q12296,0.0,2,0,6.0,0.0
3768,Q12298,1.0,1,0,7.0,0.0
3769,Q12301,0.0,0,4,5.0,0.0
3770,Q12307,0.0,0,7,6.0,0.0
3771,Q12313,0.0,0,4,0.0,0.0
3772,Q12315,0.0,1,4,10.0,0.0
3773,Q12317,0.0,1,4,5.0,0.0
3774,Q12318,0.0,1,0,10.0,0.0
3775,Q12319,0.0,0,0,14.0,0.0
3776,Q12322,0.0,2,0,2.0,0.0
3777,Q12324,3.0,0,0,14.0,0.0
3778,Q12329,1.0,0,0,40.0,0.0
3779,Q12333,0.0,0,4,11.0,0.0
3780,Q12334,1.0,5,5,5.0,0.0
3781,Q12340,1.0,0,6,45.0,0.0
3782,Q12343,1.0,0,4,10.0,0.0
3783,Q12344,1.0,0,3,0.0,0.0
3784,Q12356,0.0,0,0,22.0,0.0
3785,Q12357,0.0,2,4,13.0,0.0
3786,Q12361,0.0,1,4,10.0,0.0
3787,Q12368,2.0,0,0,68.0,0.0
3788,Q12374,1.0,0,0,9.0,0.0
3789,Q12381,0.0,0,0,11.0,0.0
3790,Q12387,0.0,2,0,2.0,0.0
3791,Q12389,1.0,0,0,4.0,0.0
3792,Q12391,0.0,0,0,3.0,0.0
3793,Q12393,0.0,1,0,3.0,0.0
3794,Q12394,0.0,2,6,3.0,0.0
3795,Q12395,0.0,2,4,2.0,0.0
3796,Q12397,0.0,11,3,0.0,0.0
3797,Q12403,1.0,0,7,7.0,0.0
3798,Q12406,1.0,0,16,4.0,0.0
3799,Q12412,1.0,1,0,7.0,0.0
3800,Q12417,0.0,1,3,2.0,0.0
3801,Q12418,0.0,2,4,2.0,0.0
3802,Q12421,0.0,0,0,10.0,0.0
3803,Q12425,1.0,1,4,17.0,0.0
3804,Q12437,0.0,0,4,3.0,0.0
3805,Q12439,0.0,0,7,13.0,0.0
3806,Q12440,1.0,9,0,0.0,2.0
3807,Q12443,0.0,0,0,11.0,0.0
3808,Q12445,0.0,0,0,10.0,0.0
3809,Q12447,2.0,9,0,0.0,2.0
3810,Q12449,0.0,0,0,6.0,0.0
3811,Q12450,0.0,2,4,9.0,0.0
3812,Q12453,0.0,0,0,12.0,0.0
3813,Q12455,0.0,0,4,15.0,0.0
3814,Q12459,0.0,0,4,5.0,0.0
3815,Q12467,0.0,0,0,2.0,0.0
3816,Q12468,0.0,0,0,6.0,0.0
3817,Q12469,0.0,0,0,8.0,0.0
3818,Q12474,0.0,0,2,0.0,0.0
3819,Q12480,0.0,11,2,0.0,0.0
3820,Q12483,0.0,0,9,32.0,0.0
3821,Q12486,0.0,1,4,11.0,0.0
3822,Q12490,0.0,2,4,4.0,0.0
3823,Q12498,0.0,2,6,6.0,0.0
3824,Q12501,1.0,0,0,35.0,0.0
3825,Q12502,0.0,0,4,8.0,0.0
3826,Q12503,0.0,0,4,5.0,0.0
3827,Q12512,0.0,0,0,37.0,0.0
3828,Q12517,2.0,0,4,7.0,0.0
3829,Q12522,0.0,0,0,5.0,0.0
3830,Q12524,0.0,0,4,8.0,0.0
3831,Q12527,0.0,2,0,11.0,0.0
3832,Q12530,0.0,2,4,8.0,0.0
3833,Q12534,0.0,0,0,10.0,0.0
3834,Q12538,0.0,11,6,0.0,0.0
3835,Q12549,0.0,0,4,5.0,0.0
3836,Q12560,0.0,0,4,17.0,0.0
3837,Q12561,1.0,0,10,0.0,0.0
3838,Q12564,0.0,1,0,18.0,0.0
3839,Q12566,0.0,0,0,17.0,0.0
3840,Q12569,0.0,0,4,7.0,0.0
3841,Q12570,1.0,0,4,4.0,0.0
3842,Q12573,0.0,0,0,9.0,0.0
3843,Q12577,0.0,2,1,1.0,0.0
3844,Q12578,1.0,0,0,0.0,0.0
3845,Q12579,0.0,1,3,4.0,0.0
3846,Q12586,0.0,0,4,5.0,0.0
3847,Q12589,0.0,10,0,0.0,0.0
3848,Q12596,0.0,0,0,11.0,0.0
3849,Q12599,0.0,0,0,12.0,0.0
3850,Q12603,0.0,0,0,4.0,0.0
3851,Q12606,0.0,2,7,9.0,0.0
3852,Q12607,0.0,0,4,5.0,0.0
3853,Q12613,1.0,2,4,1.0,0.0
3854,Q12615,1.0,2,4,6.0,0.0
3855,Q12616,0.0,1,0,10.0,0.0
3856,Q12621,0.0,2,4,7.0,0.0
3857,Q12622,0.0,1,4,10.0,0.0
3858,Q12625,0.0,2,7,4.0,0.0
3859,Q12626,0.0,2,0,4.0,0.0
3860,Q12632,0.0,2,4,4.0,0.0
3861,Q12637,0.0,0,0,6.0,0.0
3862,Q12639,0.0,0,4,12.0,0.0
3863,Q12644,0.0,0,6,5.0,0.0
3864,Q12645,0.0,2,4,4.0,0.0
3865,Q12647,0.0,0,3,2.0,0.0
3866,Q12652,2.0,1,0,25.0,0.0
3867,Q12656,0.0,0,0,0.0,0.0
3868,Q12658,0.0,0,0,6.0,0.0
3869,Q12659,1.0,1,0,4.0,0.0
3870,Q12667,0.0,1,0,12.0,0.0
3871,Q12670,1.0,0,0,8.0,0.0
3872,Q12671,1.0,10,7,0.0,2.0
3873,Q12674,0.0,0,2,30.0,0.0
3874,Q12675,0.0,2,4,4.0,0.0
3875,Q12678,0.0,0,4,5.0,0.0
3876,Q12680,0.0,2,0,9.0,0.0
3877,Q12686,0.0,0,0,7.0,0.0
3878,Q12687,2.0,19,0,0.0,0.0
3879,Q12698,3.0,0,0,0.0,5.0
3880,Q12699,0.0,0,4,2.0,0.0
3881,Q12700,0.0,0,4,3.0,0.0
3882,Q12706,0.0,0,4,0.0,0.0
3883,Q12708,0.0,0,6,4.0,0.0
3884,Q12714,0.0,0,4,2.0,0.0
3885,Q12715,0.0,0,1,5.0,0.0
3886,Q12717,0.0,2,4,3.0,0.0
3887,Q12718,0.0,1,0,18.0,0.0
3888,Q12719,0.0,0,0,10.0,0.0
3889,Q12721,0.0,0,1,5.0,0.0
3890,Q12732,2.0,1,0,12.0,0.0
3891,Q12735,0.0,0,0,10.0,0.0
3892,Q12736,1.0,0,0,4.0,0.0
3893,Q12739,0.0,0,4,3.0,0.0
3894,Q12742,0.0,0,0,14.0,0.0
3895,Q12743,1.0,2,1,15.0,0.0
3896,Q12744,0.0,9,0,0.0,0.0
3897,Q12749,0.0,0,0,2.0,0.0
3898,Q12756,0.0,0,0,15.0,0.0
3899,Q12757,0.0,0,11,5.0,0.0
3900,Q12766,0.0,0,0,9.0,0.0
3901,Q12771,0.0,0,0,8.0,0.0
3902,Q12776,0.0,2,4,16.0,0.0
3903,Q12778,0.0,2,4,2.0,0.0
3904,Q12779,0.0,0,4,5.0,0.0
3905,Q12780,0.0,0,0,7.0,0.0
3906,Q12796,0.0,0,0,4.0,0.0
3907,Q12804,0.0,11,7,0.0,0.0
3908,Q12808,0.0,0,0,1.0,0.0
3909,Q12811,2.0,8,0,0.0,2.0
3910,Q12812,0.0,0,7,4.0,0.0
3911,Q12818,0.0,1,0,9.0,0.0
3912,Q12819,0.0,0,4,5.0,0.0
3913,Q12822,0.0,0,4,2.0,0.0
3914,Q12823,2.0,0,1,6.0,0.0
3915,Q12824,0.0,0,0,14.0,0.0
3916,Q12828,0.0,2,4,9.0,0.0
3917,Q12835,0.0,0,7,4.0,0.0
3918,Q12836,0.0,0,4,7.0,0.0
3919,Q12837,0.0,0,7,5.0,0.0
3920,Q12843,0.0,2,0,6.0,0.0
3921,Q12847,0.0,1,1,2.0,0.0
3922,Q12853,0.0,0,6,3.0,0.0
3923,Q12854,0.0,0,0,7.0,0.0
3924,Q12856,0.0,0,0,8.0,0.0
3925,Q12865,0.0,2,0,3.0,0.0
3926,Q12868,0.0,2,4,3.0,0.0
3927,Q12870,0.0,2,6,11.0,0.0
3928,Q12873,0.0,0,1,6.0,0.0
3929,Q12876,0.0,10,6,0.0,0.0
3930,Q12877,0.0,2,4,9.0,0.0
3931,Q12878,5.0,10,0,0.0,8.0
3932,Q12880,0.0,0,0,10.0,0.0
3933,Q12886,0.0,0,0,62.0,0.0
3934,Q12899,0.0,0,4,3.0,0.0
3935,Q12902,0.0,4,16,0.0,0.0
3936,Q12905,0.0,1,0,80.0,0.0
3937,Q12906,0.0,0,4,3.0,0.0
3938,Q12908,0.0,0,4,6.0,0.0
3939,Q12917,0.0,0,4,8.0,0.0
3940,Q12920,1.0,0,4,3.0,0.0
3941,Q12921,1.0,0,4,7.0,0.0
3942,Q12932,0.0,0,0,0.0,0.0
3943,Q12939,0.0,2,4,1.0,0.0
3944,Q12940,0.0,2,11,31.0,0.0
3945,Q12942,0.0,0,7,7.0,0.0
3946,Q12943,1.0,1,3,6.0,0.0
3947,Q12949,0.0,0,0,10.0,0.0
3948,Q12953,1.0,0,4,7.0,0.0
3949,Q12962,0.0,2,4,1.0,0.0
3950,Q12963,0.0,0,0,7.0,0.0
3951,Q12964,0.0,0,4,7.0,0.0
3952,Q12975,0.0,0,4,8.0,0.0
3953,Q12976,0.0,1,4,10.0,0.0
3954,Q12978,0.0,1,4,5.0,0.0
3955,Q12985,0.0,1,6,4.0,0.0
3956,Q12986,0.0,0,4,10.0,0.0
3957,Q12990,2.0,0,1,48.0,0.0
3958,Q12992,0.0,2,6,9.0,0.0
3959,Q12993,0.0,0,4,1.0,0.0
3960,Q12997,0.0,2,3,1.0,0.0
3961,Q13000,0.0,2,10,1.0,0.0
3962,Q13002,0.0,2,0,3.0,0.0
3963,Q13004,0.0,2,4,3.0,0.0
3964,Q13007,0.0,0,0,12.0,0.0
3965,Q13008,0.0,2,0,9.0,0.0
3966,Q13010,0.0,1,6,3.0,0.0
3967,Q13013,0.0,0,0,6.0,0.0
3968,Q13015,0.0,1,2,3.0,0.0
3969,Q13017,0.0,2,4,5.0,0.0
3970,Q13019,0.0,0,0,5.0,0.0
3971,Q13026,1.0,2,2,13.0,0.0
3972,Q13029,0.0,0,0,10.0,0.0
3973,Q13030,0.0,0,14,7.0,0.0
3974,Q13032,0.0,0,0,12.0,0.0
3975,Q13037,0.0,2,5,6.0,0.0
3976,Q13043,0.0,2,7,6.0,0.0
3977,Q13044,1.0,2,7,4.0,0.0
3978,Q13046,0.0,1,0,8.0,0.0
3979,Q13047,0.0,0,4,10.0,0.0
3980,Q13050,4.0,0,4,0.0,0.0
3981,Q13051,1.0,2,4,1.0,0.0
3982,Q13052,0.0,2,3,16.0,0.0
3983,Q13053,1.0,9,0,0.0,1.0
3984,Q13055,0.0,12,4,0.0,0.0
3985,Q13056,0.0,9,0,0.0,0.0
3986,Q13057,0.0,0,7,7.0,0.0
3987,Q13058,0.0,2,0,9.0,0.0
3988,Q13061,0.0,0,6,8.0,0.0
3989,Q13069,0.0,2,1,1.0,0.0
3990,Q13072,5.0,10,6,0.0,9.0
3991,Q13073,0.0,2,4,3.0,0.0
3992,Q13074,1.0,2,4,2.0,0.0
3993,Q13075,0.0,0,4,4.0,0.0
3994,Q13079,0.0,8,4,0.0,0.0
3995,Q13082,1.0,0,4,4.0,0.0
3996,Q13084,1.0,0,9,5.0,0.0
3997,Q13086,0.0,0,6,12.0,0.0
3998,Q13088,0.0,0,0,8.0,0.0
3999,Q13092,0.0,2,7,11.0,0.0
4000,Q13093,0.0,0,4,4.0,0.0
4001,Q13101,0.0,0,0,9.0,0.0
4002,Q13103,0.0,2,4,9.0,0.0
4003,Q13114,0.0,2,6,1.0,0.0
4004,Q13117,1.0,0,4,7.0,0.0
4005,Q13120,0.0,0,7,5.0,0.0
4006,Q13122,1.0,0,0,10.0,0.0
4007,Q13128,0.0,2,4,4.0,0.0
4008,Q13134,0.0,2,5,4.0,0.0
4009,Q13135,0.0,0,0,10.0,0.0
4010,Q13136,0.0,0,4,7.0,0.0
4011,Q13139,0.0,0,6,5.0,0.0
4012,Q13141,0.0,0,6,3.0,0.0
4013,Q13143,0.0,1,0,2.0,0.0
4014,Q13147,0.0,0,0,15.0,0.0
4015,Q13156,0.0,0,4,5.0,0.0
4016,Q13157,0.0,0,4,4.0,0.0
4017,Q13158,0.0,0,0,19.0,0.0
4018,Q13159,0.0,2,6,2.0,0.0
4019,Q13163,0.0,0,4,8.0,0.0
4020,Q13164,0.0,0,7,5.0,0.0
4021,Q13166,0.0,0,0,12.0,0.0
4022,Q13174,0.0,0,0,10.0,0.0
4023,Q13176,0.0,1,0,2.0,0.0
4024,Q13177,0.0,1,4,4.0,0.0
4025,Q13179,0.0,1,4,4.0,0.0
4026,Q13181,1.0,1,0,8.0,0.0
4027,Q13182,0.0,2,6,6.0,0.0
4028,Q13188,0.0,2,7,3.0,0.0
4029,Q13190,0.0,1,0,6.0,0.0
4030,Q13192,0.0,1,4,5.0,0.0
4031,Q13194,0.0,1,0,5.0,0.0
4032,Q13200,0.0,1,4,8.0,0.0
4033,Q13208,0.0,1,4,6.0,0.0
4034,Q13211,0.0,1,4,10.0,0.0
4035,Q13212,0.0,29,3,0.0,0.0
4036,Q13217,0.0,0,6,2.0,0.0
4037,Q13218,1.0,7,7,6.0,0.0
4038,Q13219,1.0,1,2,14.0,0.0
4039,Q13221,0.0,2,4,3.0,0.0
4040,Q13222,1.0,0,7,14.0,0.0
4041,Q13223,0.0,0,0,12.0,0.0
4042,Q13225,0.0,0,0,3.0,0.0
4043,Q13226,0.0,0,4,1.0,0.0
4044,Q13228,0.0,0,4,8.0,0.0
4045,Q13229,1.0,0,0,3.0,0.0
4046,Q13230,0.0,0,0,3.0,0.0
4047,Q13231,1.0,2,8,2.0,0.0
4048,Q13233,0.0,0,0,8.0,0.0
4049,Q13235,1.0,2,4,7.0,0.0
4050,Q13238,0.0,0,4,3.0,0.0
4051,Q13242,1.0,2,4,4.0,0.0
4052,Q13245,0.0,2,4,5.0,0.0
4053,Q13247,0.0,0,0,10.0,0.0
4054,Q13249,0.0,0,0,7.0,0.0
4055,Q13256,0.0,2,0,6.0,0.0
4056,Q13262,0.0,2,0,7.0,0.0
4057,Q13263,0.0,0,3,5.0,0.0
4058,Q13266,1.0,0,14,23.0,0.0
4059,Q13267,0.0,1,0,22.0,0.0
4060,Q13272,0.0,2,4,6.0,0.0
4061,Q13276,0.0,0,9,30.0,0.0
4062,Q13280,0.0,0,4,5.0,0.0
4063,Q13282,1.0,0,4,6.0,0.0
4064,Q13286,0.0,0,4,3.0,0.0
4065,Q13287,0.0,0,4,2.0,0.0
4066,Q13297,0.0,0,1,2.0,0.0
4067,Q13301,0.0,0,0,6.0,0.0
4068,Q13303,0.0,0,4,6.0,0.0
4069,Q13307,0.0,2,4,5.0,0.0
4070,Q13314,0.0,0,0,10.0,0.0
4071,Q13320,1.0,0,3,12.0,0.0
4072,Q13323,1.0,1,0,7.0,0.0
4073,Q13325,0.0,0,0,10.0,0.0
4074,Q13328,0.0,0,4,4.0,0.0
4075,Q13330,0.0,0,0,7.0,0.0
4076,Q13332,0.0,0,4,3.0,0.0
4077,Q13333,0.0,0,4,10.0,0.0
4078,Q13335,0.0,0,5,4.0,0.0
4079,Q13336,1.0,2,2,1.0,0.0
4080,Q13337,0.0,0,3,5.0,0.0
4081,Q13339,0.0,2,4,4.0,0.0
4082,Q13340,0.0,0,0,6.0,0.0
4083,Q13344,0.0,2,0,3.0,0.0
4084,Q13345,0.0,0,0,10.0,0.0
4085,Q13347,0.0,2,3,1.0,0.0
4086,Q13349,0.0,2,4,18.0,0.0
4087,Q13351,0.0,2,4,1.0,0.0
4088,Q13352,0.0,0,4,4.0,0.0
4089,Q13355,0.0,2,4,3.0,0.0
4090,Q13359,0.0,0,4,5.0,0.0
4091,Q13363,0.0,0,7,5.0,0.0
4092,Q13367,0.0,0,0,24.0,0.0
4093,Q13369,0.0,11,4,0.0,0.0
4094,Q13370,0.0,0,4,7.0,0.0
4095,Q13377,0.0,2,4,5.0,0.0
4096,Q13382,0.0,1,7,2.0,0.0
4097,Q13383,1.0,0,4,9.0,0.0
4098,Q13389,0.0,0,4,2.0,0.0
4099,Q13393,1.0,0,0,4.0,0.0
4100,Q13396,0.0,2,7,3.0,0.0
4101,Q13398,0.0,0,0,0.0,0.0
4102,Q13402,0.0,0,4,10.0,0.0
4103,Q13403,0.0,2,0,2.0,0.0
4104,Q13407,0.0,0,4,6.0,0.0
4105,Q13408,0.0,0,9,5.0,0.0
4106,Q13409,0.0,2,2,1.0,0.0
4107,Q13410,0.0,0,4,12.0,0.0
4108,Q13413,0.0,2,0,2.0,0.0
4109,Q13415,0.0,0,7,5.0,0.0
4110,Q13417,1.0,3,0,0.0,1.0
4111,Q13418,0.0,1,0,8.0,0.0
4112,Q13419,0.0,0,9,0.0,0.0
4113,Q13420,0.0,0,3,5.0,0.0
4114,Q13422,0.0,2,4,6.0,0.0
4115,Q13423,0.0,0,4,5.0,0.0
4116,Q13424,0.0,2,1,4.0,0.0
4117,Q13426,0.0,0,9,7.0,0.0
4118,Q13428,0.0,0,0,14.0,0.0
4119,Q13429,1.0,0,3,4.0,0.0
4120,Q13435,0.0,0,5,5.0,0.0
4121,Q13436,0.0,0,2,8.0,0.0
4122,Q13445,0.0,0,2,7.0,0.0
4123,Q13449,0.0,0,7,7.0,0.0
4124,Q13454,0.0,0,0,8.0,0.0
4125,Q13455,0.0,2,6,9.0,0.0
4126,Q13457,0.0,2,0,2.0,0.0
4127,Q13468,0.0,0,1,8.0,0.0
4128,Q13471,0.0,0,0,8.0,0.0
4129,Q13473,0.0,0,4,2.0,0.0
4130,Q13477,0.0,1,7,17.0,0.0
4131,Q13480,0.0,0,4,7.0,0.0
4132,Q13482,0.0,2,4,3.0,0.0
4133,Q13483,0.0,0,7,3.0,0.0
4134,Q13484,0.0,1,4,11.0,0.0
4135,Q13491,1.0,1,6,5.0,0.0
4136,Q13492,0.0,2,4,1.0,0.0
4137,Q13494,0.0,1,4,4.0,0.0
4138,Q13495,0.0,2,1,1.0,0.0
4139,Q13496,0.0,1,4,11.0,0.0
4140,Q13500,0.0,2,4,2.0,0.0
4141,Q13501,2.0,1,6,7.0,0.0
4142,Q13503,1.0,2,5,4.0,0.0
4143,Q13504,1.0,1,3,10.0,0.0
4144,Q13508,0.0,1,6,2.0,0.0
4145,Q13509,0.0,2,0,9.0,0.0
4146,Q13510,0.0,0,6,4.0,0.0
4147,Q13511,0.0,19,16,0.0,0.0
4148,Q13513,0.0,2,0,11.0,0.0
4149,Q13514,1.0,0,4,10.0,0.0
4150,Q13515,1.0,0,4,2.0,0.0
4151,Q13517,0.0,0,0,12.0,0.0
4152,Q13519,0.0,0,6,4.0,0.0
4153,Q13528,0.0,0,9,3.0,0.0
4154,Q13532,1.0,0,4,16.0,0.0
4155,Q13536,1.0,1,6,7.0,0.0
4156,Q13542,0.0,2,4,6.0,0.0
4157,Q13544,0.0,2,0,13.0,0.0
4158,Q13547,1.0,2,4,11.0,0.0
4159,Q13550,0.0,0,2,5.0,0.0
4160,Q13556,0.0,0,7,8.0,0.0
4161,Q13564,0.0,0,0,9.0,0.0
4162,Q13566,0.0,0,2,10.0,0.0
4163,Q13567,0.0,0,0,0.0,0.0
4164,Q13570,0.0,0,4,6.0,0.0
4165,Q13571,0.0,2,4,11.0,0.0
4166,Q13583,0.0,0,6,3.0,0.0
4167,Q13588,0.0,2,0,6.0,0.0
4168,Q13590,0.0,2,3,4.0,0.0
4169,Q13595,0.0,2,3,6.0,0.0
4170,Q13599,0.0,2,0,6.0,0.0
4171,Q13604,0.0,0,0,8.0,0.0
4172,Q13608,0.0,2,4,3.0,0.0
4173,Q13616,1.0,0,3,5.0,0.0
4174,Q13618,0.0,2,7,5.0,0.0
4175,Q13622,0.0,0,6,10.0,0.0
4176,Q13623,1.0,2,3,4.0,0.0
4177,Q13628,0.0,0,3,3.0,0.0
4178,Q13636,0.0,0,7,22.0,0.0
4179,Q13637,0.0,1,4,2.0,0.0
4180,Q13639,0.0,19,6,0.0,0.0
4181,Q13640,0.0,2,7,4.0,0.0
4182,Q13647,0.0,0,4,4.0,0.0
4183,Q13648,0.0,0,4,5.0,0.0
4184,Q13655,0.0,2,7,4.0,0.0
4185,Q13663,0.0,2,11,3.0,0.0
4186,Q13664,3.0,0,4,4.0,0.0
4187,Q13674,0.0,2,1,9.0,0.0
4188,Q13678,0.0,0,4,5.0,0.0
4189,Q13679,0.0,0,3,6.0,0.0
4190,Q13680,0.0,2,0,25.0,0.0
4191,Q13685,0.0,0,0,3.0,0.0
4192,Q13698,0.0,0,4,5.0,0.0
4193,Q13699,0.0,0,6,4.0,0.0
4194,Q13705,0.0,9,4,0.0,0.0
4195,Q13708,0.0,2,4,3.0,0.0
4196,Q13709,1.0,0,4,10.0,0.0
4197,Q13716,0.0,0,4,0.0,0.0
4198,Q13717,0.0,9,4,0.0,0.0
4199,Q13719,0.0,0,4,10.0,0.0
4200,Q13723,0.0,0,0,5.0,0.0
4201,Q13731,0.0,0,7,8.0,0.0
4202,Q13732,0.0,0,4,9.0,0.0
4203,Q13734,0.0,0,0,10.0,0.0
4204,Q13738,0.0,0,4,8.0,0.0
4205,Q13740,0.0,0,0,10.0,0.0
4206,Q13741,0.0,0,5,5.0,0.0
4207,Q13754,0.0,0,0,10.0,0.0
4208,Q13761,0.0,0,6,14.0,0.0
4209,Q13766,0.0,2,4,3.0,0.0
4210,Q13770,0.0,2,4,2.0,0.0
4211,Q13772,0.0,1,5,8.0,0.0
4212,Q13776,0.0,0,4,10.0,0.0
4213,Q13780,0.0,0,0,18.0,0.0
4214,Q13781,0.0,0,0,12.0,0.0
4215,Q13782,0.0,2,3,3.0,0.0
4216,Q13783,0.0,0,0,3.0,0.0
4217,Q13784,0.0,0,3,1.0,0.0
4218,Q13791,0.0,0,4,2.0,0.0
4219,Q13793,0.0,0,4,2.0,0.0
4220,Q13795,0.0,0,4,8.0,0.0
4221,Q13799,0.0,0,7,2.0,0.0
4222,Q13800,0.0,2,6,1.0,0.0
4223,Q13804,0.0,0,4,6.0,0.0
4224,Q13806,0.0,0,0,8.0,0.0
4225,Q13807,0.0,0,4,8.0,0.0
4226,Q13812,0.0,2,0,11.0,0.0
4227,Q13816,0.0,0,4,4.0,0.0
4228,Q13824,0.0,1,6,15.0,0.0
4229,Q13825,0.0,1,6,7.0,0.0
4230,Q13830,0.0,0,0,0.0,0.0
4231,Q13834,1.0,2,6,6.0,0.0
4232,Q13838,1.0,2,10,9.0,0.0
4233,Q13844,0.0,2,4,1.0,0.0
4234,Q13855,0.0,0,0,0.0,0.0
4235,Q13860,0.0,0,10,3.0,0.0
4236,Q13861,1.0,0,5,4.0,0.0
4237,Q13862,4.0,0,0,2.0,0.0
4238,Q13865,0.0,2,4,7.0,0.0
4239,Q13867,1.0,1,0,2.0,0.0
4240,Q13873,0.0,2,0,5.0,0.0
4241,Q13874,0.0,2,4,1.0,0.0
4242,Q13879,0.0,2,3,6.0,0.0
4243,Q13880,0.0,0,3,2.0,0.0
4244,Q13882,0.0,2,1,3.0,0.0
4245,Q13886,0.0,0,0,4.0,0.0
4246,Q13889,0.0,0,4,2.0,0.0
4247,Q13892,2.0,7,0,0.0,2.0
4248,Q13894,0.0,0,0,7.0,0.0
4249,Q13895,1.0,0,7,12.0,0.0
4250,Q13902,1.0,1,2,4.0,0.0
4251,Q13904,0.0,0,4,4.0,0.0
4252,Q13908,1.0,2,3,7.0,0.0
4253,Q13920,1.0,0,2,7.0,0.0
4254,Q13922,0.0,0,4,2.0,0.0
4255,Q13924,0.0,2,4,9.0,0.0
4256,Q13929,0.0,2,4,4.0,0.0
4257,Q13930,0.0,0,7,0.0,0.0
4258,Q13933,0.0,2,4,4.0,0.0
4259,Q13935,0.0,0,3,7.0,0.0
4260,Q13937,0.0,0,0,10.0,0.0
4261,Q13943,0.0,0,7,0.0,0.0
4262,Q13951,1.0,0,7,0.0,0.0
4263,Q13956,0.0,0,6,4.0,0.0
4264,Q13966,0.0,0,0,10.0,0.0
4265,Q13969,0.0,2,6,7.0,0.0
4266,Q13972,0.0,1,3,7.0,0.0
4267,Q13974,0.0,0,4,5.0,0.0
4268,Q13975,0.0,0,0,8.0,0.0
4269,Q13979,0.0,0,3,5.0,0.0
4270,Q13982,0.0,0,4,2.0,0.0
4271,Q13983,0.0,2,6,7.0,0.0
4272,Q13987,1.0,0,2,10.0,0.0
4273,Q13988,0.0,0,0,20.0,0.0
4274,Q13991,0.0,0,7,12.0,0.0
4275,Q13995,0.0,2,6,11.0,0.0
4276,Q14008,0.0,2,11,6.0,0.0
4277,Q14009,1.0,0,4,6.0,0.0
4278,Q14012,0.0,0,4,10.0,0.0
4279,Q14013,1.0,0,0,5.0,0.0
4280,Q14017,1.0,0,0,6.0,0.0
4281,Q14018,0.0,0,4,5.0,0.0
4282,Q14022,0.0,0,4,10.0,0.0
4283,Q14025,0.0,0,4,10.0,0.0
4284,Q14027,0.0,0,4,0.0,0.0
4285,Q14028,0.0,0,4,2.0,0.0
4286,Q14029,1.0,0,0,10.0,0.0
4287,Q14031,0.0,0,3,7.0,0.0
4288,Q14032,0.0,2,3,3.0,0.0
4289,Q14035,0.0,2,4,12.0,0.0
4290,Q14038,0.0,0,4,2.0,0.0
4291,Q14040,0.0,0,1,4.0,0.0
4292,Q14044,0.0,2,0,1.0,0.0
4293,Q14049,0.0,2,4,7.0,0.0
4294,Q14052,0.0,2,7,1.0,0.0
4295,Q14054,0.0,9,4,0.0,0.0
4296,Q14057,0.0,6,0,0.0,0.0
4297,Q14060,0.0,0,4,2.0,0.0
4298,Q14064,0.0,13,6,0.0,0.0
4299,Q14067,0.0,0,4,10.0,0.0
4300,Q14072,0.0,2,1,3.0,0.0
4301,Q14076,0.0,2,7,3.0,0.0
4302,Q14079,0.0,0,4,12.0,0.0
4303,Q14083,0.0,0,0,4.0,0.0
4304,Q14088,0.0,0,4,5.0,0.0
4305,Q14097,1.0,2,0,3.0,0.0
4306,Q14099,0.0,0,4,7.0,0.0
4307,Q14103,0.0,1,0,5.0,0.0
4308,Q14107,0.0,30,9,0.0,0.0
4309,Q14117,4.0,0,0,8.0,0.0
4310,Q14119,0.0,0,4,13.0,0.0
4311,Q14120,0.0,0,0,14.0,0.0
4312,Q14123,0.0,0,0,53.0,0.0
4313,Q14124,0.0,0,4,3.0,0.0
4314,Q14131,0.0,0,7,10.0,0.0
4315,Q14136,0.0,0,12,3.0,0.0
4316,Q14139,0.0,1,4,5.0,0.0
4317,Q14142,1.0,2,2,2.0,0.0
4318,Q14148,1.0,1,0,9.0,0.0
4319,Q14152,0.0,2,0,4.0,0.0
4320,Q14153,1.0,1,0,6.0,0.0
4321,Q14158,0.0,1,4,7.0,0.0
4322,Q14162,0.0,0,4,8.0,0.0
4323,Q14163,4.0,9,0,0.0,8.0
4324,Q14167,0.0,0,2,10.0,0.0
4325,Q14168,0.0,0,0,11.0,0.0
4326,Q14177,0.0,0,3,3.0,0.0
4327,Q14180,0.0,0,0,7.0,0.0
4328,Q14186,0.0,0,0,7.0,0.0
4329,Q14187,0.0,2,0,3.0,0.0
4330,Q14194,0.0,2,4,6.0,0.0
4331,Q14197,0.0,0,4,5.0,0.0
4332,Q14198,0.0,0,4,3.0,0.0
4333,Q14200,0.0,2,4,2.0,0.0
4334,Q14202,0.0,0,4,8.0,0.0
4335,Q14203,0.0,0,0,5.0,0.0
4336,Q14210,1.0,0,4,10.0,0.0
4337,Q14211,0.0,1,4,2.0,0.0
4338,Q14212,0.0,11,10,0.0,0.0
4339,Q14221,0.0,0,3,3.0,0.0
4340,Q14235,0.0,0,0,10.0,0.0
4341,Q14236,0.0,2,4,3.0,0.0
